Date,Low,Open,Volume,High,Close,Adjusted Close
17-02-2017,42.03649902,42.09999847,62246000,42.36349869,42.25350189,42.25350189
21-02-2017,42.36249924,42.44200134,70154000,42.89899826,42.8219986,42.8219986
22-02-2017,42.60900116,42.84749985,52340000,42.92150116,42.7804985,42.7804985
23-02-2017,42.40000153,42.87850189,69240000,43.04299927,42.60950089,42.60950089
24-02-2017,41.88750076,42.23450089,73760000,42.29050064,42.26200104,42.26200104
27-02-2017,41.98350143,42.11899948,54272000,42.625,42.43199921,42.43199921
28-02-2017,42.10250092,42.57249832,55874000,42.70449829,42.2519989,42.2519989
01-03-2017,42.45050049,42.65250015,55202000,42.74150085,42.65399933,42.65399933
02-03-2017,42.36399841,42.65399933,42642000,42.74100113,42.44549942,42.44549942
03-03-2017,42.31349945,42.36000061,38822000,42.59949875,42.49399948,42.49399948
06-03-2017,42.05599976,42.26150131,52208000,42.42449951,42.33050156,42.33050156
07-03-2017,42.1875,42.27399826,44952000,42.42300034,42.30099869,42.30099869
08-03-2017,42.33950043,42.40000153,45730000,42.6534996,42.52500153,42.52500153
09-03-2017,42.51549911,42.54999924,40964000,42.81999969,42.65000153,42.65000153
10-03-2017,42.58599854,42.84999847,48728000,42.86750031,42.6230011,42.6230011
13-03-2017,42.58549881,42.58850098,38194000,42.78450012,42.72949982,42.72949982
14-03-2017,42.37749863,42.67750168,42612000,42.6875,42.62649918,42.62649918
15-03-2017,42.35549927,42.71649933,51244000,42.72249985,42.64849854,42.64849854
16-03-2017,42.52550125,42.76499939,36846000,42.77500153,42.67100143,42.67100143
17-03-2017,42.5320015,42.67449951,67688000,42.69150162,42.6155014,42.6155014
20-03-2017,42.55049896,42.57550049,45654000,42.88999939,42.8484993,42.8484993
21-03-2017,42.06549835,42.94200134,87658000,43.13999939,42.15999985,42.15999985
22-03-2017,41.95249939,42.02149963,53174000,42.46849823,42.40299988,42.40299988
23-03-2017,42.24000168,42.40999985,39060000,42.54449844,42.36899948,42.36899948
24-03-2017,42.17649841,42.58399963,42766000,42.59000015,42.2804985,42.2804985
27-03-2017,41.67499924,41.9034996,55116000,42.51499939,42.3409996,42.3409996
28-03-2017,42.50500107,42.58750153,60832000,42.92300034,42.79999924,42.79999924
29-03-2017,42.95100021,42.95249939,89716000,43.8219986,43.7159996,43.7159996
30-03-2017,43.58300018,43.74750137,55254000,43.85300064,43.81700134,43.81700134
31-03-2017,43.83250046,43.84999847,79152000,44.51750183,44.32699966,44.32699966
03-04-2017,44.27099991,44.40000153,68446000,44.67449951,44.57550049,44.57550049
04-04-2017,44.51399994,44.57500076,99694000,45.42699814,45.34149933,45.34149933
05-04-2017,45.28099823,45.54100037,150168000,46.18600082,45.4640007,45.4640007
06-04-2017,44.72449875,45.68999863,126882000,45.85950089,44.91400146,44.91400146
07-04-2017,44.46549988,44.98249817,74218000,45.00450134,44.74399948,44.74399948
10-04-2017,44.95000076,44.98149872,63686000,45.42549896,45.35200119,45.35200119
11-04-2017,44.875,45.35200119,60254000,45.56200027,45.11800003,45.11800003
12-04-2017,44.76250076,45.15449905,49122000,45.20449829,44.81150055,44.81150055
13-04-2017,44.22449875,44.57249832,63492000,44.74850082,44.23350143,44.23350143
17-04-2017,44.375,44.375,57094000,45.11899948,45.09949875,45.09949875
18-04-2017,45.03900146,45.04949951,59984000,45.48049927,45.18899918,45.18899918
19-04-2017,44.86849976,45.39199829,57404000,45.52500153,44.95999908,44.95999908
20-04-2017,44.8144989,44.98500061,56288000,45.26599884,45.10300064,45.10300064
21-04-2017,44.83850098,45.13349915,48410000,45.18249893,44.92649841,44.92649841
24-04-2017,45.19100189,45.43399811,62458000,45.49950027,45.37049866,45.37049866
25-04-2017,45.15000153,45.35200119,67612000,45.47399902,45.38100052,45.38100052
26-04-2017,45.37799835,45.51499939,52178000,45.78749847,45.46450043,45.46450043
27-04-2017,45.60549927,45.7195015,106110000,46.0929985,45.91899872,45.91899872
28-04-2017,46.21649933,47.44150162,147294000,47.47949982,46.24950027,46.24950027
01-05-2017,46.38999939,46.38999939,109330000,47.72000122,47.41149902,47.41149902
02-05-2017,47.07049942,47.33250046,76976000,47.50500107,47.34700012,47.34700012
03-05-2017,46.79499817,47.29999924,71654000,47.29999924,47.05149841,47.05149841
04-05-2017,46.71099854,47.23749924,48368000,47.25,46.87649918,46.87649918
05-05-2017,46.51499939,47.02600098,57328000,47.03950119,46.70750046,46.70750046
08-05-2017,46.96049881,47.04750061,68314000,47.45249939,47.45199966,47.45199966
09-05-2017,47.50999832,47.63999939,65242000,47.89450073,47.64099884,47.64099884
10-05-2017,47.25,47.67499924,41930000,47.6875,47.44749832,47.44749832
11-05-2017,47.03900146,47.25550079,43882000,47.51449966,47.38100052,47.38100052
12-05-2017,47.57649994,47.72499847,72518000,48.13949966,48.06750107,48.06750107
15-05-2017,47.8030014,47.93650055,85412000,48.15750122,47.89849854,47.89849854
16-05-2017,48.04550171,48.04999924,62522000,48.50299835,48.30350113,48.30350113
17-05-2017,47.20600128,47.73500061,102912000,48.02000046,47.23799896,47.23799896
18-05-2017,47.23799896,47.24000168,78786000,48.13750076,47.92449951,47.92449951
19-05-2017,47.98600006,48.14199829,79442000,48.44599915,47.99200058,47.99200058
22-05-2017,48.14500046,48.20000076,52844000,48.56900024,48.53350067,48.53350067
23-05-2017,48.34249878,48.75099945,48312000,48.75999832,48.57699966,48.57699966
24-05-2017,48.51150131,48.79999924,48920000,49.04999924,49.01750183,49.01750183
25-05-2017,49.10549927,49.24250031,96440000,49.95000076,49.66899872,49.66899872
26-05-2017,49.46250153,49.75,69384000,49.93249893,49.78900146,49.78900146
30-05-2017,49.77600098,49.82550049,65262000,50.06000137,49.83499908,49.83499908
31-05-2017,49.10800171,50,78262000,50.00600052,49.73099899,49.73099899
01-06-2017,49.56850052,49.92950058,49096000,49.94950104,49.79750061,49.79750061
02-06-2017,49.78350067,49.94950104,75046000,50.42399979,50.33649826,50.33649826
05-06-2017,50.17549896,50.36149979,54398000,50.66049957,50.56700134,50.56700134
06-06-2017,50.0625,50.59999847,66928000,50.82500076,50.15000153,50.15000153
07-06-2017,50.09999847,50.29750061,56460000,50.51250076,50.50350189,50.50350189
08-06-2017,50.30550003,50.60300064,55358000,50.68050003,50.51350021,50.51350021
09-06-2017,46.34999847,50.625,152954000,50.6495018,48.91550064,48.91550064
12-06-2017,47.25,48.34999847,188944000,48.79750061,48.24549866,48.24549866
13-06-2017,48.30500031,48.8995018,91600000,49.22499847,49.03950119,49.03950119
14-06-2017,48.33549881,49.42950058,79498000,49.51699829,48.82350159,48.82350159
15-06-2017,47.54299927,47.93500137,107478000,48.28649902,48.20849991,48.20849991
16-06-2017,49.09999847,49.79999924,229454000,49.98749924,49.38550186,49.38550186
19-06-2017,49.49499893,50.84999847,100868000,50.84999847,49.75849915,49.75849915
20-06-2017,49.60100174,49.90000153,81536000,50.24399948,49.62950134,49.62950134
21-06-2017,49.63249969,49.93500137,58450000,50.13600159,50.11149979,50.11149979
22-06-2017,49.86000061,50.11149979,45068000,50.34799957,50.06499863,50.06499863
23-06-2017,49.90100098,50.1269989,57582000,50.23099899,50.18700027,50.18700027
26-06-2017,49.59999847,50.42499924,67724000,50.49000168,49.69900131,49.69900131
27-06-2017,48.79999924,49.53450012,75648000,49.93999863,48.8390007,48.8390007
28-06-2017,48.46049881,48.92750168,74752000,49.5340004,49.51649857,49.51649857
29-06-2017,48.26250076,48.95000076,86060000,49.37799835,48.79650116,48.79650116
30-06-2017,48.38050079,49.00600052,67806000,49.17350006,48.40000153,48.40000153
03-07-2017,47.54999924,48.63949966,58182000,48.72449875,47.68299866,47.68299866
05-07-2017,47.76250076,48.07649994,73060000,48.75,48.56999969,48.56999969
06-07-2017,47.95100021,48.23300171,65192000,48.72000122,48.25699997,48.25699997
07-07-2017,48.45700073,48.47750092,52868000,49.00550079,48.93799973,48.93799973
10-07-2017,49.17499924,49.25,70926000,49.97200012,49.82350159,49.82350159
11-07-2017,49.18600082,49.65000153,59654000,49.79949951,49.70650101,49.70650101
12-07-2017,49.90499878,50.03250122,72172000,50.42750168,50.32550049,50.32550049
13-07-2017,49.79499817,50.23099899,57616000,50.34400177,50.03150177,50.03150177
14-07-2017,49.8445015,50.11999893,42050000,50.22249985,50.09049988,50.09049988
17-07-2017,50.19049835,50.23450089,74252000,50.73749924,50.5019989,50.5019989
18-07-2017,50.20000076,50.29999924,80152000,51.30149841,51.22249985,51.22249985
19-07-2017,51.125,51.25,59280000,51.57949829,51.34349823,51.34349823
20-07-2017,51.12599945,51.57949829,61950000,51.74850082,51.43500137,51.43500137
21-07-2017,50.54999924,51.06399918,54692000,51.30500031,51.28350067,51.28350067
24-07-2017,51.37149811,51.41699982,65760000,52.15050125,51.94749832,51.94749832
25-07-2017,51.62400055,51.90250015,48952000,52.16650009,51.99349976,51.99349976
26-07-2017,52.15999985,52.15999985,58426000,52.65999985,52.63999939,52.63999939
27-07-2017,52.00899887,53.47750092,219834000,54.16550064,52.29999924,52.29999924
28-07-2017,50.04999924,50.60699844,154188000,51.64250183,51.0019989,51.0019989
31-07-2017,49.35100174,50.95249939,147042000,50.95249939,49.38899994,49.38899994
01-08-2017,49.57899857,49.80550003,91452000,50.31999969,49.80950165,49.80950165
02-08-2017,49.08649826,50.08850098,81400000,50.16049957,49.79449844,49.79449844
03-08-2017,49.22949982,49.9734993,65116000,49.97499847,49.34600067,49.34600067
04-08-2017,49.09999847,49.48400116,54606000,49.58349991,49.37900162,49.37900162
07-08-2017,49.35699844,49.53250122,53532000,49.75,49.61349869,49.61349869
08-08-2017,49.28950119,49.71749878,58056000,49.81399918,49.49200058,49.49200058
09-08-2017,48.76350021,49.13000107,71394000,49.40000153,49.1004982,49.1004982
10-08-2017,47.73400116,48.81499863,113682000,48.99300003,47.84600067,47.84600067
11-08-2017,47.56900024,48,69360000,48.51950073,48.3995018,48.3995018
14-08-2017,48.80950165,48.92050171,63458000,49.27500153,49.16500092,49.16500092
15-08-2017,49.09999847,49.44499969,50986000,49.5870018,49.13700104,49.13700104
16-08-2017,48.6609993,49.08250046,62642000,49.32300186,48.9090004,48.9090004
17-08-2017,48.01599884,48.89199829,70248000,48.89199829,48.0284996,48.0284996
18-08-2017,47.73249817,48.06999969,65696000,48.27149963,47.92350006,47.92350006
21-08-2017,47.27299881,47.87850189,63290000,48.06000137,47.66450119,47.66450119
22-08-2017,47.77500153,47.77600098,55000000,48.39649963,48.34500122,48.34500122
23-08-2017,47.70999908,47.96900177,53366000,48.09999847,47.90000153,47.90000153
24-08-2017,47.05699921,47.87099838,103914000,47.95000076,47.62250137,47.62250137
25-08-2017,47.20500183,47.79999924,66496000,47.88100052,47.26300049,47.26300049
28-08-2017,47.11249924,47.32699966,51934000,47.65000153,47.30099869,47.30099869
29-08-2017,46.81650162,47,57486000,47.79999924,47.70299911,47.70299911
30-08-2017,47.84550095,47.92200089,58092000,48.47050095,48.37950134,48.37950134
31-08-2017,48.63800049,48.73500061,66630000,49.04999924,49.02999878,49.02999878
01-09-2017,48.84400177,49.20999908,50718000,49.22499847,48.91249847,48.91249847
05-09-2017,48.01850128,48.77000046,57664000,48.83850098,48.26350021,48.26350021
06-09-2017,48.02999878,48.41600037,42598000,48.59199905,48.38999939,48.38999939
07-09-2017,48.62749863,48.70000076,51336000,49.02949905,48.9734993,48.9734993
08-09-2017,48.17350006,48.95500183,52106000,48.99399948,48.29499817,48.29499817
11-09-2017,48.71099854,48.72299957,43734000,49.09700012,48.89799881,48.89799881
12-09-2017,48.77600098,49.16350174,49622000,49.23350143,49.12900162,49.12900162
13-09-2017,48.97100067,49.19850159,67494000,50,49.97999954,49.97999954
14-09-2017,49.38700104,49.84000015,78266000,49.9280014,49.61050034,49.61050034
15-09-2017,49.20149994,49.65050125,75204000,49.8125,49.33950043,49.33950043
18-09-2017,48.40850067,49.52000046,68226000,49.63949966,48.70949936,48.70949936
19-09-2017,48.3730011,48.86249924,53422000,48.91199875,48.49300003,48.49300003
20-09-2017,48.10800171,48.58950043,57776000,48.7405014,48.66049957,48.66049957
21-09-2017,48.10100174,48.56549835,46752000,48.58499908,48.23249817,48.23249817
22-09-2017,47.72100067,48.05049896,52836000,48.2804985,47.75500107,47.75500107
25-09-2017,46.64450073,47.46549988,102480000,47.47100067,46.98949814,46.98949814
26-09-2017,46.58750153,47.2745018,71296000,47.43149948,46.93000031,46.93000031
27-09-2017,47.16500092,47.40000153,62978000,47.76499939,47.54349899,47.54349899
28-09-2017,47.50500107,47.5929985,50452000,47.98500061,47.81999969,47.81999969
29-09-2017,47.91899872,48.00550079,50876000,48.24150085,48.06750107,48.06750107
02-10-2017,47.60599899,48.20000076,48858000,48.3655014,47.95949936,47.95949936
03-10-2017,47.51850128,47.90000153,53332000,48.18450165,47.85499954,47.85499954
04-10-2017,47.70249939,47.71049881,50548000,48.38949966,48.27249908,48.27249908
05-10-2017,48.48199844,48.5,64584000,49.07550049,49.04249954,49.04249954
06-10-2017,48.7820015,48.7820015,75642000,49.78749847,49.47900009,49.47900009
09-10-2017,49.375,49.66199875,58772000,49.92499924,49.54949951,49.54949951
10-10-2017,49.00500107,49.83349991,61698000,49.89749908,49.36000061,49.36000061
11-10-2017,49.33499908,49.56349945,46742000,49.77500153,49.75,49.75
12-10-2017,49.61999893,49.84049988,81346000,50.42200089,50.04650116,50.04650116
13-10-2017,50.05149841,50.34999847,48630000,50.38850021,50.14699936,50.14699936
16-10-2017,50.05199814,50.42200089,40178000,50.47850037,50.31700134,50.31700134
17-10-2017,50.21900177,50.27949905,46394000,50.57350159,50.45650101,50.45650101
18-10-2017,49.82749939,50.46350098,49994000,51.1155014,49.84999847,49.84999847
19-10-2017,49.01200104,49.5,62164000,49.55250168,49.33050156,49.33050156
20-10-2017,49.09999847,49.67649841,47302000,49.73099899,49.14550018,49.14550018
23-10-2017,48.125,49.33649826,69882000,49.3390007,48.31499863,48.31499863
24-10-2017,48.25,48.45000076,54478000,48.99250031,48.79499817,48.79499817
25-10-2017,48.31200027,48.90000153,60662000,49.22200012,48.64550018,48.64550018
26-10-2017,48.42750168,49.01649857,112374000,49.14500046,48.62149811,48.62149811
27-10-2017,52.52750015,52.9070015,331300000,55.27899933,55.04750061,55.04750061
30-10-2017,54.6780014,54.75049973,132262000,56.13949966,55.54249954,55.54249954
31-10-2017,55.05599976,55.45000076,69540000,55.52700043,55.26399994,55.26399994
01-11-2017,54.8370018,55.27000046,75110000,55.44850159,55.18399811,55.18399811
02-11-2017,54.34349823,54.89049911,73698000,55.09700012,54.71099854,54.71099854
03-11-2017,54.42599869,54.55749893,75030000,55.63399887,55.58000183,55.58000183
06-11-2017,55.43849945,55.45750046,67622000,56.27050018,56.03300095,56.03300095
07-11-2017,55.875,56.23699951,53780000,56.52999878,56.15850067,56.15850067
08-11-2017,55.95550156,56.14099884,51630000,56.77700043,56.64400101,56.64400101
09-11-2017,55.78850174,56.29800034,74654000,56.48099899,56.45650101,56.45650101
10-11-2017,56.20299911,56.30500031,43598000,56.58750153,56.26750183,56.26750183
13-11-2017,56.11700058,56.15000153,58368000,56.99499893,56.45849991,56.45849991
14-11-2017,56.19449997,56.50550079,62768000,56.90000153,56.84199905,56.84199905
15-11-2017,56.08150101,56.3504982,78574000,56.58750153,56.33449936,56.33449936
16-11-2017,56.50249863,56.50799942,44266000,56.90800095,56.86449814,56.86449814
17-11-2017,56.29050064,56.91400146,48268000,56.93999863,56.49399948,56.49399948
20-11-2017,56.12749863,56.48849869,43278000,56.67100143,56.31549835,56.31549835
21-11-2017,56.40999985,56.64300156,49588000,57,56.97449875,56.97449875
22-11-2017,57.04999924,57.04999924,71106000,58.01350021,57.80799866,57.80799866
24-11-2017,58.03499985,58.03499985,70560000,59.34199905,59.29999924,59.29999924
27-11-2017,59.55749893,60.13299942,134880000,60.67050171,59.79150009,59.79150009
28-11-2017,59.42599869,60.24399948,91188000,60.26699829,59.68000031,59.68000031
29-11-2017,57.2594986,59.74000168,185150000,59.74000168,58.06349945,58.06349945
30-11-2017,58,58.35499954,90184000,58.92850113,58.83750153,58.83750153
01-12-2017,57.59999847,58.60250092,82142000,58.98249817,58.11750031,58.11750031
04-12-2017,56.40000153,58.69250107,118638000,58.75999832,56.69749832,56.69749832
05-12-2017,56.23699951,56.4129982,81596000,57.96350098,57.07849884,57.07849884
06-12-2017,56.80400085,56.8995018,57066000,57.79449844,57.61750031,57.61750031
07-12-2017,57.54999924,57.82949829,50232000,58.15950012,57.98949814,57.98949814
08-12-2017,57.85499954,58.52000046,61002000,58.63949966,58.09999847,58.09999847
11-12-2017,57.84999847,58.22999954,47270000,58.49499893,58.44599915,58.44599915
12-12-2017,58.08050156,58.32550049,44718000,58.68000031,58.25400162,58.25400162
13-12-2017,58.01350021,58.5,52336000,58.54349899,58.20650101,58.20650101
14-12-2017,58.12250137,58.1855011,64286000,58.89649963,58.71300125,58.71300125
15-12-2017,58.46649933,58.95149994,95572000,59.13750076,58.95700073,58.95700073
18-12-2017,59.04550171,59.36849976,58952000,59.73899841,59.52899933,59.52899933
19-12-2017,58.95700073,59.45750046,51756000,59.64849854,59.36899948,59.36899948
20-12-2017,58.79999924,59.52500153,47424000,59.54999924,58.88100052,58.88100052
21-12-2017,58.38199997,58.79499817,42462000,58.95849991,58.73799896,58.73799896
22-12-2017,58.39149857,58.60400009,31702000,58.73099899,58.41799927,58.41799927
26-12-2017,58.02750015,58.41799927,40104000,58.91600037,58.83800125,58.83800125
27-12-2017,58.7804985,58.99549866,37344000,59.36449814,59.11299896,59.11299896
28-12-2017,59.21900177,59.45000076,36834000,59.50500107,59.30500031,59.30500031
29-12-2017,58.375,59.11750031,53768000,59.20000076,58.4734993,58.4734993
02-01-2018,58.52550125,58.59999847,53890000,59.5,59.45050049,59.45050049
03-01-2018,59.41500092,59.41500092,62176000,60.2745018,60.20999908,60.20999908
04-01-2018,60.23300171,60.25,60442000,60.79349899,60.47949982,60.47949982
05-01-2018,60.5,60.87549973,70894000,61.45700073,61.45700073,61.45700073
08-01-2018,61.60150146,61.79999924,85590000,62.65399933,62.34349823,62.34349823
09-01-2018,62.08800125,62.84500122,73226000,62.96649933,62.63499832,62.63499832
10-01-2018,61.86149979,62.25749969,53720000,62.71649933,62.71649933,62.71649933
11-01-2018,62.82300186,62.98699951,62500000,63.83850098,63.83399963,63.83399963
12-01-2018,63.66949844,63.66949844,108874000,65.28800201,65.26000214,65.26000214
16-01-2018,64.61499786,66.15000153,144414000,66.99700165,65.24299622,65.24299622
17-01-2018,64.04399872,65.61199951,105076000,65.69999695,64.75,64.75
18-01-2018,64.2009964,64.69750214,80538000,65.23000336,64.66600037,64.66600037
19-01-2018,64.64949799,65.59999847,91570000,65.65000153,64.72899628,64.72899628
22-01-2018,64.83300018,64.85849762,82802000,66.37249756,66.3655014,66.3655014
23-01-2018,66.86699677,66.90450287,103386000,68.24500275,68.1269989,68.1269989
24-01-2018,66.90000153,68.74099731,136150000,69.40799713,67.87550354,67.87550354
25-01-2018,67.8809967,68.40000153,95060000,68.91699982,68.89749908,68.89749908
26-01-2018,69.04550171,69.60050201,97146000,70.12650299,70.10250092,70.10250092
29-01-2018,70.02200317,70.45899963,114038000,71.56950378,70.88400269,70.88400269
30-01-2018,69.59999847,70.15850067,117438000,71.96250153,71.89099884,71.89099884
31-01-2018,72.5019989,72.56500244,128494000,73.6289978,72.54450226,72.54450226
01-02-2018,69.25700378,72.25,182276000,72.9940033,69.5,69.5
02-02-2018,70.69999695,73.86949921,222514000,74.90000153,71.49749756,71.49749756
05-02-2018,66.03600311,70.1309967,229900000,72.9489975,69.5,69.5
06-02-2018,67.58950043,68.07299805,221336000,72.19950104,72.14199829,72.14199829
07-02-2018,70.75749969,72.44999695,143254000,73.04949951,70.83899689,70.83899689
08-02-2018,67.49700165,71.48400116,171572000,71.6875,67.52500153,67.52500153
09-02-2018,63.29650116,68.67449951,282830000,69.17500305,66.98000336,66.98000336
12-02-2018,67.20050049,68.23349762,134778000,69.69049835,69.31150055,69.31150055
13-02-2018,69.17649841,69.29650116,118358000,70.98600006,70.72550201,70.72550201
14-02-2018,70.16799927,70.3125,119184000,72.60299683,72.55249786,72.55249786
15-02-2018,71.84200287,73.34449768,113054000,73.4469986,73.08799744,73.08799744
16-02-2018,72.32800293,72.86849976,89452000,73.29000092,72.43450165,72.43450165
20-02-2018,72.32450104,72.32450104,129984000,74.43849945,73.41750336,73.41750336
21-02-2018,73.94599915,74.25,126088000,75.17449951,74.14600372,74.14600372
22-02-2018,73.78800201,74.76799774,97162000,75.1269989,74.26699829,74.26699829
23-02-2018,74.32499695,74.76699829,88362000,75,75,75
26-02-2018,75.34999847,75.45999908,99100000,76.14199829,76.09750366,76.09750366
27-02-2018,75.36049652,76.22499847,96176000,76.33899689,75.59899902,75.59899902
28-02-2018,75.59999847,75.97550201,90300000,76.43499756,75.62249756,75.62249756
01-03-2018,73.25,75.68000031,136704000,75.92449951,74.67250061,74.67250061
02-03-2018,72.75050354,73.45500183,131752000,75.05249786,75.01249695,75.01249695
05-03-2018,74.05000305,74.71199799,104678000,76.26899719,76.18049622,76.18049622
06-03-2018,76.40000153,76.66000366,91234000,77.10649872,76.88200378,76.88200378
07-03-2018,76.12550354,76.3259964,83482000,77.29499817,77.25,77.25
08-03-2018,77.26249695,77.5,77252000,77.7440033,77.59300232,77.59300232
09-03-2018,77.95400238,78.17500305,90686000,78.9469986,78.94450378,78.94450378
12-03-2018,79.33499908,79.62999725,103484000,80.26650238,79.91950226,79.91950226
13-03-2018,78.90049744,80.79799652,130638000,80.8769989,79.40899658,79.40899658
14-03-2018,79.54450226,79.84999847,85188000,80.3219986,79.55000305,79.55000305
15-03-2018,78.90550232,79.75,81394000,79.84549713,79.11599731,79.11599731
16-03-2018,78.375,79.17250061,108500000,79.47200012,78.58399963,78.58399963
19-03-2018,76.26750183,77.72650146,131616000,78.08300018,77.24649811,77.24649811
20-03-2018,77.27050018,77.51699829,91632000,79.34999847,79.32550049,79.32550049
21-03-2018,78.15850067,79.32250214,95016000,79.5,79.09300232,79.09300232
22-03-2018,77.12000275,78.27349854,126412000,78.69249725,77.2460022,77.2460022
23-03-2018,74.76799774,76.95050049,160120000,77.4509964,74.77799988,74.77799988
26-03-2018,74.96250153,76.5,112494000,77.84950256,77.79299927,77.79299927
27-03-2018,74.11599731,78.62000275,139992000,78.79850006,74.85250092,74.85250092
28-03-2018,69.3085022,72.34999847,274106000,72.79499817,71.57099915,71.57099915
29-03-2018,68.26000214,70.30000305,251622000,72.77349854,72.36699677,72.36699677
02-04-2018,67.75,70.8809967,209272000,71.06800079,68.59950256,68.59950256
03-04-2018,67.76650238,69.56900024,204624000,70.69999695,69.60250092,69.60250092
04-04-2018,67.64399719,67.91200256,139646000,70.76950073,70.52850342,70.52850342
05-04-2018,71.35350037,72.09950256,128270000,72.97799683,72.58750153,72.58750153
06-04-2018,70.01300049,71.49849701,117646000,72.625,70.2614975,70.2614975
09-04-2018,70.12850189,71.25150299,84164000,71.9240036,70.30400085,70.30400085
10-04-2018,70.78500366,71.59950256,85082000,71.91899872,71.81099701,71.81099701
11-04-2018,71.24449921,71.97200012,71650000,72.43900299,71.35250092,71.35250092
12-04-2018,71.75299835,71.97499847,62700000,72.60600281,72.42500305,72.42500305
13-04-2018,71.22599792,72.45700073,73706000,72.98899841,71.53949738,71.53949738
16-04-2018,71.37400055,72.25,56172000,72.34999847,72.07499695,72.07499695
17-04-2018,72.85099792,73.11499786,102288000,75.35949707,75.1914978,75.1914978
18-04-2018,75.20549774,75.73249817,104550000,76.69000244,76.39199829,76.39199829
19-04-2018,76.95300293,77.16100311,130474000,78.4260025,77.84549713,77.84549713
20-04-2018,75.80449677,78.05999756,110832000,78.05999756,76.37449646,76.37449646
23-04-2018,75.17050171,77.33450317,89308000,77.40000153,75.89299774,75.89299774
24-04-2018,72.42250061,76.79000092,149894000,76.97499847,73.00450134,73.00450134
25-04-2018,70.75099945,72.90000153,131746000,73.49949646,73.00849915,73.00849915
26-04-2018,73.92500305,74.25050354,176022000,76.47100067,75.89800262,75.89800262
27-04-2018,78.36949921,81.70050049,261064000,81.90499878,78.6309967,78.6309967
30-04-2018,78.04699707,79.125,109282000,79.80000305,78.3065033,78.3065033
01-05-2018,77.60900116,78.16100311,91442000,79.25,79.11299896,79.11299896
02-05-2018,78.31800079,79.0490036,87206000,79.42500305,78.48400116,78.48400116
03-05-2018,77.3010025,78.00050354,85038000,78.73999786,78.60399628,78.60399628
04-05-2018,78.10949707,78.12249756,68872000,79.24500275,79.04750061,79.04750061
07-05-2018,79.39150238,79.46700287,76038000,80.34750366,80.00700378,80.00700378
08-05-2018,79.12550354,79.75,61358000,79.84400177,79.61949921,79.61949921
09-05-2018,79.59999847,80,72746000,80.40000153,80.40000153,80.40000153
10-05-2018,80.17199707,80.4240036,56350000,80.77999878,80.45400238,80.45400238
11-05-2018,79.89450073,80.54949951,45278000,80.55500031,80.14550018,80.14550018
14-05-2018,80.00250244,80.19999695,50190000,80.55899811,80.07700348,80.07700348
15-05-2018,78.26100159,79.38999939,101550000,79.38999939,78.80599976,78.80599976
